Date,Open,High,Low,Close,Adj Close,Volume
1989-10-18,null,null,null,null,null,null
1989-10-19,null,null,null,null,null,null
1989-10-20,null,null,null,null,null,null
1989-10-23,null,null,null,null,null,null
1989-10-24,null,null,null,null,null,null
1989-10-25,null,null,null,null,null,null
1989-10-26,null,null,null,null,null,null
1989-10-27,null,null,null,null,null,null
1989-10-30,null,null,null,null,null,null
1989-10-31,null,null,null,null,null,null
1989-11-01,null,null,null,null,null,null
1989-11-02,null,null,null,null,null,null
1989-11-03,null,null,null,null,null,null
1989-11-06,null,null,null,null,null,null
1989-11-07,null,null,null,null,null,null
1989-11-08,null,null,null,null,null,null
1989-11-09,null,null,null,null,null,null
1989-11-10,null,null,null,null,null,null
1989-11-13,null,null,null,null,null,null
1989-11-14,null,null,null,null,null,null
1989-11-15,null,null,null,null,null,null
1989-11-16,null,null,null,null,null,null
1989-11-17,null,null,null,null,null,null
1989-11-20,null,null,null,null,null,null
1989-11-21,null,null,null,null,null,null
1989-11-22,null,null,null,null,null,null
1989-11-23,null,null,null,null,null,null
1989-11-24,null,null,null,null,null,null
1989-11-27,null,null,null,null,null,null
1989-11-28,null,null,null,null,null,null
1989-11-29,null,null,null,null,null,null
1989-11-30,null,null,null,null,null,null
1989-12-01,null,null,null,null,null,null
1989-12-04,null,null,null,null,null,null
1989-12-05,null,null,null,null,null,null
1989-12-06,null,null,null,null,null,null
1989-12-07,null,null,null,null,null,null
1989-12-08,null,null,null,null,null,null
1989-12-11,null,null,null,null,null,null
1989-12-12,null,null,null,null,null,null
1989-12-13,null,null,null,null,null,null
1989-12-14,null,null,null,null,null,null
1989-12-15,null,null,null,null,null,null
1989-12-18,null,null,null,null,null,null
1989-12-19,null,null,null,null,null,null
1989-12-20,null,null,null,null,null,null
1989-12-21,null,null,null,null,null,null
1989-12-22,null,null,null,null,null,null
1989-12-25,null,null,null,null,null,null
1989-12-26,null,null,null,null,null,null
1989-12-27,null,null,null,null,null,null
1989-12-28,null,null,null,null,null,null
1989-12-29,null,null,null,null,null,null
1990-01-01,null,null,null,null,null,null
1990-01-02,null,null,null,null,null,null
1990-01-03,null,null,null,null,null,null
1990-01-04,null,null,null,null,null,null
1990-01-05,null,null,null,null,null,null
1990-01-08,null,null,null,null,null,null
1990-01-09,null,null,null,null,null,null
1990-01-10,null,null,null,null,null,null
1990-01-11,null,null,null,null,null,null
1990-01-12,null,null,null,null,null,null
1990-01-15,null,null,null,null,null,null
1990-01-16,null,null,null,null,null,null
1990-01-17,null,null,null,null,null,null
1990-01-18,null,null,null,null,null,null
1990-01-19,null,null,null,null,null,null
1990-01-22,null,null,null,null,null,null
1990-01-23,null,null,null,null,null,null
1990-01-24,null,null,null,null,null,null
1990-01-25,null,null,null,null,null,null
1990-01-26,null,null,null,null,null,null
1990-01-29,1714.099976,1714.099976,1714.099976,1714.099976,1714.099976,0
1990-01-30,null,null,null,null,null,null
1990-01-31,null,null,null,null,null,null
1990-02-01,null,null,null,null,null,null
1990-02-02,null,null,null,null,null,null
1990-02-05,null,null,null,null,null,null
1990-02-06,null,null,null,null,null,null
1990-02-07,null,null,null,null,null,null
1990-02-08,null,null,null,null,null,null
1990-02-09,null,null,null,null,null,null
1990-02-12,null,null,null,null,null,null
1990-02-13,null,null,null,null,null,null
1990-02-14,null,null,null,null,null,null
1990-02-15,null,null,null,null,null,null
1990-02-16,null,null,null,null,null,null
1990-02-19,null,null,null,null,null,null
1990-02-20,null,null,null,null,null,null
1990-02-21,null,null,null,null,null,null
1990-02-22,null,null,null,null,null,null
1990-02-23,null,null,null,null,null,null
1990-02-26,null,null,null,null,null,null
1990-02-27,null,null,null,null,null,null
1990-02-28,null,null,null,null,null,null
1990-03-01,null,null,null,null,null,null
1990-03-02,null,null,null,null,null,null
1990-03-05,null,null,null,null,null,null
1990-03-06,null,null,null,null,null,null
1990-03-07,null,null,null,null,null,null
1990-03-08,null,null,null,null,null,null
1990-03-09,null,null,null,null,null,null
1990-03-12,null,null,null,null,null,null
1990-03-13,null,null,null,null,null,null
1990-03-14,null,null,null,null,null,null
1990-03-15,1690.500000,1690.500000,1690.500000,1690.500000,1690.500000,0
1990-03-16,null,null,null,null,null,null
1990-03-19,null,null,null,null,null,null
1990-03-20,1668.699951,1668.699951,1668.699951,1668.699951,1668.699951,0
1990-03-21,null,null,null,null,null,null
1990-03-22,null,null,null,null,null,null
1990-03-23,null,null,null,null,null,null
1990-03-26,null,null,null,null,null,null
1990-03-27,null,null,null,null,null,null
1990-03-28,null,null,null,null,null,null
1990-03-29,null,null,null,null,null,null
1990-03-30,null,null,null,null,null,null
1990-04-02,null,null,null,null,null,null
1990-04-03,null,null,null,null,null,null
1990-04-04,null,null,null,null,null,null
1990-04-05,null,null,null,null,null,null
1990-04-06,null,null,null,null,null,null
1990-04-09,1653.699951,1653.699951,1653.699951,1653.699951,1653.699951,0
1990-04-10,null,null,null,null,null,null
1990-04-11,null,null,null,null,null,null
1990-04-12,null,null,null,null,null,null
1990-04-13,null,null,null,null,null,null
1990-04-16,null,null,null,null,null,null
1990-04-17,null,null,null,null,null,null
1990-04-18,null,null,null,null,null,null
1990-04-19,null,null,null,null,null,null
1990-04-20,null,null,null,null,null,null
1990-04-23,null,null,null,null,null,null
1990-04-24,null,null,null,null,null,null
1990-04-25,null,null,null,null,null,null
1990-04-26,null,null,null,null,null,null
1990-04-27,null,null,null,null,null,null
1990-04-30,null,null,null,null,null,null
1990-05-01,null,null,null,null,null,null
1990-05-02,null,null,null,null,null,null
1990-05-03,1595.900024,1595.900024,1595.900024,1595.900024,1595.900024,0
1990-05-04,null,null,null,null,null,null
1990-05-07,null,null,null,null,null,null
1990-05-08,null,null,null,null,null,null
1990-05-09,null,null,null,null,null,null
1990-05-10,null,null,null,null,null,null
1990-05-11,null,null,null,null,null,null
1990-05-14,null,null,null,null,null,null
1990-05-15,null,null,null,null,null,null
1990-05-16,null,null,null,null,null,null
1990-05-17,null,null,null,null,null,null
1990-05-18,null,null,null,null,null,null
1990-05-21,null,null,null,null,null,null
1990-05-22,null,null,null,null,null,null
1990-05-23,null,null,null,null,null,null
1990-05-24,null,null,null,null,null,null
1990-05-25,null,null,null,null,null,null
1990-05-28,null,null,null,null,null,null
1990-05-29,null,null,null,null,null,null
1990-05-30,null,null,null,null,null,null
1990-05-31,null,null,null,null,null,null
1990-06-01,null,null,null,null,null,null
1990-06-04,null,null,null,null,null,null
1990-06-05,null,null,null,null,null,null
1990-06-06,null,null,null,null,null,null
1990-06-07,null,null,null,null,null,null
1990-06-08,null,null,null,null,null,null
1990-06-11,null,null,null,null,null,null
1990-06-12,null,null,null,null,null,null
1990-06-13,null,null,null,null,null,null
1990-06-14,null,null,null,null,null,null
1990-06-15,null,null,null,null,null,null
1990-06-18,1780.099976,1780.099976,1780.099976,1780.099976,1780.099976,0
1990-06-19,null,null,null,null,null,null
1990-06-20,null,null,null,null,null,null
1990-06-21,null,null,null,null,null,null
1990-06-22,null,null,null,null,null,null
1990-06-25,null,null,null,null,null,null
1990-06-26,null,null,null,null,null,null
1990-06-27,null,null,null,null,null,null
1990-06-28,null,null,null,null,null,null
1990-06-29,null,null,null,null,null,null
1990-07-02,null,null,null,null,null,null
1990-07-03,null,null,null,null,null,null
1990-07-04,null,null,null,null,null,null
1990-07-05,null,null,null,null,null,null
1990-07-06,null,null,null,null,null,null
1990-07-09,null,null,null,null,null,null
1990-07-10,null,null,null,null,null,null
1990-07-11,null,null,null,null,null,null
1990-07-12,null,null,null,null,null,null
1990-07-13,null,null,null,null,null,null
1990-07-16,null,null,null,null,null,null
1990-07-17,null,null,null,null,null,null
1990-07-18,null,null,null,null,null,null
1990-07-19,null,null,null,null,null,null
1990-07-20,null,null,null,null,null,null
1990-07-23,null,null,null,null,null,null
1990-07-24,null,null,null,null,null,null
1990-07-25,null,null,null,null,null,null
1990-07-26,null,null,null,null,null,null
1990-07-27,null,null,null,null,null,null
1990-07-30,1744.099976,1744.099976,1744.099976,1744.099976,1744.099976,0
1990-07-31,null,null,null,null,null,null
1990-08-01,null,null,null,null,null,null
1990-08-02,null,null,null,null,null,null
1990-08-03,null,null,null,null,null,null
1990-08-06,null,null,null,null,null,null
1990-08-07,null,null,null,null,null,null
1990-08-08,null,null,null,null,null,null
1990-08-09,null,null,null,null,null,null
1990-08-10,null,null,null,null,null,null
1990-08-13,null,null,null,null,null,null
1990-08-14,null,null,null,null,null,null
1990-08-15,null,null,null,null,null,null
1990-08-16,null,null,null,null,null,null
1990-08-17,null,null,null,null,null,null
1990-08-20,null,null,null,null,null,null
1990-08-21,null,null,null,null,null,null
1990-08-22,null,null,null,null,null,null
1990-08-23,null,null,null,null,null,null
1990-08-24,null,null,null,null,null,null
1990-08-27,null,null,null,null,null,null
1990-08-28,null,null,null,null,null,null
1990-08-29,null,null,null,null,null,null
1990-08-30,null,null,null,null,null,null
1990-08-31,null,null,null,null,null,null
1990-09-03,null,null,null,null,null,null
1990-09-04,null,null,null,null,null,null
1990-09-05,null,null,null,null,null,null
1990-09-06,null,null,null,null,null,null
1990-09-07,null,null,null,null,null,null
1990-09-10,null,null,null,null,null,null
1990-09-11,null,null,null,null,null,null
1990-09-12,null,null,null,null,null,null
1990-09-13,null,null,null,null,null,null
1990-09-14,null,null,null,null,null,null
1990-09-17,null,null,null,null,null,null
1990-09-18,null,null,null,null,null,null
1990-09-19,null,null,null,null,null,null
1990-09-20,null,null,null,null,null,null
1990-09-21,null,null,null,null,null,null
1990-09-24,1399.000000,1399.000000,1399.000000,1399.000000,1399.000000,0
1990-09-25,null,null,null,null,null,null
1990-09-26,null,null,null,null,null,null
1990-09-27,null,null,null,null,null,null
1990-09-28,null,null,null,null,null,null
1990-10-01,null,null,null,null,null,null
1990-10-02,null,null,null,null,null,null
1990-10-03,null,null,null,null,null,null
1990-10-04,null,null,null,null,null,null
1990-10-05,null,null,null,null,null,null
1990-10-08,null,null,null,null,null,null
1990-10-09,null,null,null,null,null,null
1990-10-10,null,null,null,null,null,null
1990-10-11,null,null,null,null,null,null
1990-10-12,null,null,null,null,null,null
1990-10-15,null,null,null,null,null,null
1990-10-16,null,null,null,null,null,null
1990-10-17,null,null,null,null,null,null
1990-10-18,null,null,null,null,null,null
1990-10-19,null,null,null,null,null,null
1990-10-22,null,null,null,null,null,null
1990-10-23,null,null,null,null,null,null
1990-10-24,null,null,null,null,null,null
1990-10-25,null,null,null,null,null,null
1990-10-26,null,null,null,null,null,null
1990-10-29,null,null,null,null,null,null
1990-10-30,null,null,null,null,null,null
1990-10-31,null,null,null,null,null,null
1990-11-01,null,null,null,null,null,null
1990-11-02,null,null,null,null,null,null
1990-11-05,null,null,null,null,null,null
1990-11-06,null,null,null,null,null,null
1990-11-07,null,null,null,null,null,null
1990-11-08,null,null,null,null,null,null
1990-11-09,1377.300049,1377.300049,1377.300049,1377.300049,1377.300049,0
1990-11-12,1388.099976,1408.099976,1388.099976,1407.500000,1407.500000,0
1990-11-13,1412.199951,1429.400024,1411.400024,1415.199951,1415.199951,0
1990-11-14,1413.599976,1413.599976,1402.099976,1410.300049,1410.300049,0
1990-11-15,1410.599976,1416.699951,1405.099976,1405.699951,1405.699951,0
1990-11-16,1405.699951,1407.400024,1389.400024,1395.199951,1395.199951,0
1990-11-19,1395.599976,1417.900024,1395.599976,1416.000000,1416.000000,0
1990-11-20,1414.800049,1415.000000,1404.699951,1405.800049,1405.800049,0
1990-11-21,1405.599976,1405.599976,1396.699951,1398.400024,1398.400024,0
1990-11-22,1400.000000,1401.400024,1384.500000,1388.800049,1388.800049,0
1990-11-23,1387.199951,1387.400024,1379.400024,1385.599976,1385.599976,0
1990-11-26,1385.000000,1385.000000,1348.099976,1353.699951,1353.699951,0
1990-11-27,1353.699951,1357.800049,1349.000000,1357.099976,1357.099976,0
1990-11-28,1355.500000,1370.000000,1341.900024,1366.599976,1366.599976,0
1990-11-29,1368.300049,1368.300049,1368.300049,1368.300049,1368.300049,0
1990-11-30,1367.599976,1385.099976,1364.199951,1384.900024,1384.900024,0
1990-12-03,1389.000000,1412.500000,1389.000000,1409.400024,1409.400024,0
1990-12-04,1407.500000,1410.400024,1398.000000,1403.099976,1403.099976,0
1990-12-05,1411.400024,1411.400024,1411.400024,1411.400024,1411.400024,0
1990-12-06,1414.599976,1454.300049,1414.099976,1450.300049,1450.300049,0
1990-12-07,1450.699951,1451.599976,1436.900024,1444.500000,1444.500000,0
1990-12-10,1444.500000,1459.199951,1426.199951,1426.199951,1426.199951,0
1990-12-11,1425.400024,1425.400024,1411.300049,1413.900024,1413.900024,0
1990-12-12,1414.699951,1423.699951,1412.900024,1419.900024,1419.900024,0
1990-12-13,1421.099976,1428.500000,1414.800049,1417.000000,1417.000000,0
1990-12-14,1415.800049,1415.800049,1404.699951,1407.599976,1407.599976,0
1990-12-17,1407.599976,1407.599976,1383.400024,1388.400024,1388.400024,0
1990-12-18,1393.400024,1393.400024,1393.400024,1393.400024,1393.400024,0
1990-12-19,1393.900024,1400.400024,1378.099976,1386.699951,1386.699951,0
1990-12-20,1385.500000,1385.500000,1364.500000,1371.199951,1371.199951,0
1990-12-21,1370.800049,1389.699951,1366.000000,1387.900024,1387.900024,0
1990-12-24,1386.300049,1388.699951,1382.500000,1387.400024,1387.400024,0
1990-12-25,null,null,null,null,null,null
1990-12-26,null,null,null,null,null,null
1990-12-27,1387.800049,1388.800049,1378.500000,1384.000000,1384.000000,0
1990-12-28,1384.400024,1384.800049,1378.500000,1383.099976,1383.099976,0
1990-12-31,null,null,null,null,null,null
1991-01-01,null,null,null,null,null,null
1991-01-02,null,null,null,null,null,null
1991-01-03,1380.699951,1383.199951,1361.800049,1372.099976,1372.099976,0
1991-01-04,1372.099976,1375.900024,1366.599976,1371.699951,1371.699951,0
1991-01-07,1368.800049,1369.199951,1338.300049,1340.300049,1340.300049,0
1991-01-08,1338.599976,1338.599976,1323.699951,1326.400024,1326.400024,0
1991-01-09,1326.400024,1350.699951,1326.400024,1349.900024,1349.900024,0
1991-01-10,1346.300049,1346.300049,1325.900024,1331.500000,1331.500000,0
1991-01-11,1331.599976,1348.599976,1320.099976,1320.900024,1320.900024,0
1991-01-14,1284.099976,1284.099976,1284.099976,1284.099976,1284.099976,0
1991-01-15,1288.699951,1296.699951,1281.500000,1296.699951,1296.699951,0
1991-01-16,1296.599976,1296.599976,1283.300049,1289.400024,1289.400024,0
1991-01-17,1290.800049,1370.500000,1290.800049,1363.400024,1363.400024,0
1991-01-18,1363.900024,1363.900024,1346.300049,1354.000000,1354.000000,0
1991-01-21,1352.199951,1352.199951,1330.099976,1331.099976,1331.099976,0
1991-01-22,1329.900024,1340.300049,1321.000000,1336.800049,1336.800049,0
1991-01-23,1337.699951,1350.599976,1336.900024,1350.000000,1350.000000,0
1991-01-24,1352.000000,1387.800049,1352.000000,1387.800049,1387.800049,0
1991-01-25,1387.900024,1403.099976,1387.900024,1400.599976,1400.599976,0
1991-01-28,1399.400024,1413.900024,1391.699951,1413.900024,1413.900024,0
1991-01-29,1412.699951,1438.199951,1410.599976,1412.199951,1412.199951,0
1991-01-30,1413.599976,1441.500000,1413.400024,1438.599976,1438.599976,0
1991-01-31,1442.500000,1451.199951,1417.699951,1434.300049,1434.300049,0
1991-02-01,1434.699951,1453.199951,1428.699951,1448.099976,1448.099976,0
1991-02-04,1447.800049,1468.599976,1447.099976,1462.900024,1462.900024,0
1991-02-05,1472.599976,1472.599976,1472.599976,1472.599976,1472.599976,0
1991-02-06,1471.400024,1472.599976,1448.500000,1455.099976,1455.099976,0
1991-02-07,1457.199951,1464.300049,1453.199951,1463.300049,1463.300049,0
1991-02-08,1463.300049,1479.400024,1459.099976,1477.900024,1477.900024,0
1991-02-11,1481.000000,1516.800049,1477.000000,1515.699951,1515.699951,0
1991-02-12,1517.500000,1538.300049,1505.500000,1515.099976,1515.099976,0
1991-02-13,1513.900024,1542.000000,1505.099976,1540.000000,1540.000000,0
1991-02-14,1541.599976,1555.199951,1534.500000,1537.199951,1537.199951,0
1991-02-15,1536.900024,1572.199951,1536.900024,1558.900024,1558.900024,0
1991-02-18,1559.500000,1584.699951,1559.500000,1579.900024,1579.900024,0
1991-02-19,1581.099976,1594.599976,1568.099976,1574.000000,1574.000000,0
1991-02-20,1572.300049,1572.300049,1535.400024,1537.599976,1537.599976,0
1991-02-21,1537.000000,1560.599976,1537.000000,1560.599976,1560.599976,0
1991-02-22,1560.199951,1574.699951,1555.099976,1571.699951,1571.699951,0
1991-02-25,1572.099976,1607.500000,1572.099976,1603.199951,1603.199951,0
1991-02-26,1601.400024,1601.400024,1571.699951,1576.599976,1576.599976,0
1991-02-27,1576.199951,1599.599976,1551.500000,1589.500000,1589.500000,0
1991-02-28,1589.900024,1604.500000,1568.000000,1578.699951,1578.699951,0
1991-03-01,1577.599976,1577.599976,1553.099976,1559.000000,1559.000000,0
1991-03-04,1559.000000,1581.199951,1558.199951,1580.599976,1580.599976,0
1991-03-05,1581.300049,1592.800049,1579.099976,1592.000000,1592.000000,0
1991-03-06,1593.900024,1629.900024,1593.400024,1625.000000,1625.000000,0
1991-03-07,1623.300049,1625.699951,1612.199951,1623.500000,1623.500000,0
1991-03-08,1622.900024,1646.199951,1621.599976,1643.199951,1643.199951,0
1991-03-11,1641.099976,1641.099976,1613.199951,1622.000000,1622.000000,0
1991-03-12,1616.800049,1616.800049,1616.800049,1616.800049,1616.800049,0
1991-03-13,1616.699951,1617.199951,1588.599976,1591.699951,1591.699951,0
1991-03-14,1594.400024,1632.699951,1594.400024,1632.599976,1632.599976,0
1991-03-15,1632.800049,1645.400024,1624.099976,1629.300049,1629.300049,0
1991-03-18,1628.900024,1630.199951,1609.500000,1610.599976,1610.599976,0
1991-03-19,1610.400024,1610.400024,1585.500000,1586.699951,1586.699951,0
1991-03-20,1586.099976,1586.400024,1567.599976,1577.300049,1577.300049,0
1991-03-21,1577.800049,1604.599976,1577.800049,1599.800049,1599.800049,0
1991-03-22,1599.800049,1621.699951,1588.500000,1611.000000,1611.000000,0
1991-03-25,1611.199951,1622.900024,1611.199951,1615.699951,1615.699951,0
1991-03-26,1614.199951,1616.900024,1603.900024,1613.599976,1613.599976,0
1991-03-27,1615.900024,1653.900024,1615.900024,1650.599976,1650.599976,0
1991-03-28,1650.900024,1660.300049,1645.400024,1649.400024,1649.400024,0
1991-03-29,null,null,null,null,null,null
1991-04-01,null,null,null,null,null,null
1991-04-02,1648.199951,1656.300049,1645.000000,1653.099976,1653.099976,0
1991-04-03,1653.599976,1678.000000,1653.599976,1677.300049,1677.300049,0
1991-04-04,1677.500000,1688.900024,1675.500000,1676.900024,1676.900024,0
1991-04-05,1677.099976,1691.800049,1677.099976,1690.300049,1690.300049,0
1991-04-08,1690.000000,1693.900024,1679.900024,1693.900024,1693.900024,0
1991-04-09,1694.300049,1709.599976,1690.800049,1695.000000,1695.000000,0
1991-04-10,1694.900024,1697.800049,1667.300049,1671.099976,1671.099976,0
1991-04-11,1671.199951,1674.500000,1661.599976,1673.599976,1673.599976,0
1991-04-12,1674.800049,1691.500000,1674.800049,1688.699951,1688.699951,0
1991-04-15,1688.099976,1696.900024,1688.099976,1695.400024,1695.400024,0
1991-04-16,1695.599976,1695.699951,1662.800049,1665.300049,1665.300049,0
1991-04-17,1665.500000,1685.199951,1665.500000,1683.400024,1683.400024,0
1991-04-18,1683.900024,1692.500000,1670.000000,1676.500000,1676.500000,0
1991-04-19,1675.300049,1683.699951,1661.099976,1678.300049,1678.300049,0
1991-04-22,1678.599976,1678.599976,1651.500000,1656.099976,1656.099976,0
1991-04-23,1656.199951,1677.000000,1656.199951,1675.000000,1675.000000,0
1991-04-24,1675.900024,1686.099976,1670.300049,1670.599976,1670.599976,0
1991-04-25,1670.699951,1670.800049,1662.000000,1662.699951,1662.699951,0
1991-04-26,1662.199951,1668.500000,1655.199951,1662.599976,1662.599976,0
1991-04-29,1660.800049,1671.400024,1659.699951,1669.699951,1669.699951,0
1991-04-30,1668.199951,1668.199951,1650.099976,1659.500000,1659.500000,0
1991-05-01,null,null,null,null,null,null
1991-05-02,1659.800049,1680.800049,1659.300049,1677.199951,1677.199951,0
1991-05-03,1677.400024,1680.199951,1660.800049,1664.199951,1664.199951,0
1991-05-06,1663.300049,1664.300049,1649.300049,1657.300049,1657.300049,0
